*
* Haltestellen
*
$STOPPOINT:ID;Code;Name;MealPlaceCapacity;BreakFacility;Depot;DriverBase;VehicleCapacity;TotalVehicleCapacity;MaxStandingTime;VehicleChangeProhibited;UnguardedParking
4;KPL 3;KAISERPLATZ;-1;1;0;0;-1;-1;-1;1;0
5;H  721;Berg Wendepl.;-1;1;0;0;-1;-1;-1;1;0
6;KPL 1;KAISERPLATZ;-1;1;0;0;-1;-1;-1;1;0
7;MEWA2;Merk.Wassertrm;-1;1;0;0;-1;-1;-1;1;0
15;H  862;Nid.DürenerTor;-1;1;0;0;-1;-1;-1;1;0
16;H 9207A;Bahnh.DN/ZOB(S;-1;1;0;0;-1;-1;-1;1;0
24;SZRA1;Schoph.Z.R.Ack;-1;1;0;0;-1;-1;-1;1;0
25;H 9204D;Bahnh.DN/ZOB(B;-1;1;0;0;-1;-1;-1;1;0
26;H  481;Winden Üd.Weg;-1;1;0;0;-1;-1;-1;1;0
29;KPL 2;KAISERPLATZ;-1;1;0;0;-1;-1;-1;1;0
42;H 1231;Birgel Rotdorn;-1;1;0;0;-1;-1;-1;1;0
45;H 1271;Derw.Dampfmühl;-1;1;0;0;-1;-1;-1;1;0
55;JZOB6F;;-1;1;0;0;-1;-1;-1;1;0
80;H 1191;Gürz.Schlagb.;-1;1;0;0;-1;-1;-1;1;0
88;H 9203C;Bahnh.DN/ZOB(B;-1;1;0;0;-1;-1;-1;1;0
89;H  652;Drove A.Sandb.;-1;1;0;0;-1;-1;-1;1;0
90;MEKI1;Merk.Kirche;-1;1;0;0;-1;-1;-1;1;0
93;H  672;Thum Schule;-1;1;0;0;-1;-1;-1;1;0
100;MEWA1;Merk.Wassertrm;-1;1;0;0;-1;-1;-1;1;0
113;H  482;Winden Üd.Weg;-1;1;0;0;-1;-1;-1;1;0
117;H  671;Thum Schule;-1;1;0;0;-1;-1;-1;1;0
159;H 4492;Arena Kreis DN;-1;1;0;0;-1;-1;-1;1;0
168;B001;BTH Düren;-1;1;1;1;352;-1;-1;0;1
*
* Linien
*
$LINE:ID;Code;Name;LineAbiding;LineAbidingBefore;LineAbidingAfter;DutyLineAbiding;LongLine;MinBreak;NightLine;SchoolLine;LimitedDurationLine;PreferredBlockOperator
211;211;211;0;0;0;0;0;;0;0;0;0
213;213;213;0;0;0;0;0;;0;0;0;0
216;216;216;0;0;0;0;0;;0;0;0;0
221;221;221;0;0;0;0;0;;0;0;0;0
*
* Fahrzeugtypen
*
$VEHICLETYPE:ID;Code;Name;VehCost;KmCost;HourCost;Capacity;MinUsage;ReliefCar;MaxBlockTime;MaxRunTime;RefuelingDuration;MaxBlockDistance;Operator;FuelCapacity;FuelConsumptionPerMeter;FuelConsumptionPerSecond;RefuelingPower;RefuelingFunctionID
0;SL;SL;200000;120;30;300;20;0;0;0;-1;0;-1;-1;0;0;0;-1
*
* FahrzeugtypGruppen
*
$VEHICLETYPEGROUP:ID;Code;Name
0;SL;SL
*
* FahrzeugtypZuFahrzeugtypGruppe
*
$VEHTYPETOVEHTYPEGROUP:VehTypeID;VehTypeGroupID
0;0
*
* Fahrzeugkapazitaeten
*
$VEHTYPECAPTOSTOPPOINT:VehTypeID;StoppointID;Min;Max
0;168;0;200
*
* Linienfahrten
*
$SERVICEJOURNEY:ID;LineID;FromStopID;ToStopID;DepTime;ArrTime;MinAheadTime;MinLayoverTime;VehTypeGroupID;MaxShiftEarlier;MaxShiftLater;FromStopBreakFacility;ToStopBreakFacility;CODE;BlockWish;WaitingTime;RecommendedShift;Distance
1215;213;42;29;000:17:50:00;000:18:10:00;0;0;0;0;0;0;0;[@1.0.224349687@][2][1551780892778]/78;;0;0;7182
1260;213;6;42;000:18:15:00;000:18:34:00;0;0;0;0;0;0;0;[@1.0.224349687@][1][1551777272059]/37;;0;0;7652
1267;213;45;29;000:18:20:00;000:18:40:00;0;0;0;0;0;0;0;[@1.0.224349687@][2][1551780892778]/79;;0;0;6690
1312;213;6;45;000:18:45:00;000:19:17:00;0;0;0;0;0;0;0;[@14.0.8877151@][1][1557221174781]/23;;0;0;14685
1317;213;42;29;000:18:50:00;000:19:10:00;0;0;0;0;0;0;0;[@1.0.224349687@][2][1551780892778]/80;;0;0;7182
1355;213;6;80;000:19:15:00;000:19:25:00;0;0;0;0;0;0;0;[@1.0.224349687@][1][1551776626187]/2;;0;0;4559
1362;213;80;29;000:19:25:00;000:19:35:00;0;0;0;0;0;0;0;[@1.0.224349687@][2][1551781675271]/110;;0;0;4186
1383;213;6;80;000:19:45:00;000:19:55:00;0;0;0;0;0;0;0;[@1.0.224349687@][1][1551776626187]/3;;0;0;4559
1390;213;80;29;000:19:55:00;000:20:05:00;0;0;0;0;0;0;0;[@1.0.224349687@][2][1551781675271]/111;;0;0;4186
1409;213;6;80;000:20:30:00;000:20:40:00;0;0;0;0;0;0;0;[@1.0.224349687@][1][1551776626187]/4;;0;0;4559
1414;213;80;29;000:20:40:00;000:20:50:00;0;0;0;0;0;0;0;[@1.0.224349687@][2][1551781675271]/112;;0;0;4186
1437;213;6;80;000:21:30:00;000:21:40:00;0;0;0;0;0;0;0;[@1.0.224349687@][1][1551776626187]/5;;0;0;4559
1441;213;80;29;000:21:40:00;000:21:50:00;0;0;0;0;0;0;0;[@1.0.224349687@][2][1551781675271]/113;;0;0;4186
1455;213;6;80;000:22:30:00;000:22:40:00;0;0;0;0;0;0;0;[@1.0.224349687@][1][1551776626187]/6;;0;0;4559
1458;213;80;29;000:22:40:00;000:22:50:00;0;0;0;0;0;0;0;[@1.0.224349687@][2][1551781675271]/114;;0;0;4186
32;221;4;15;000:05:30:00;000:05:59:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551964026559]/0;;0;0;15381
77;221;4;15;000:06:00:00;000:06:35:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551968877550]/32;;0;0;15230
78;221;15;16;000:06:00:00;000:06:44:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552038427934]/2;;0;0;15986
118;221;25;15;000:06:25:00;000:07:05:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551961651846]/3;;0;0;16159
167;221;15;16;000:06:45:00;000:07:29:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552287081456]/0;;0;0;15495
224;221;15;6;000:07:15:00;000:07:55:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552038981188]/5;;0;0;15098
234;221;25;26;000:07:25:00;000:07:57:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551965284704]/6;;0;0;10589
250;221;4;15;000:07:30:00;000:08:10:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551968964707]/35;;0;0;15230
294;221;113;16;000:07:58:00;000:08:29:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552039667167]/22;;0;0;10610
324;221;15;6;000:08:15:00;000:08:55:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552287641069]/5;;0;0;14607
350;221;4;26;000:08:30:00;000:08:57:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551966292951]/17;;0;0;9811
388;221;25;15;000:08:55:00;000:09:40:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551968674141]/27;;0;0;16008
427;221;113;16;000:09:28:00;000:09:59:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552287799197]/9;;0;0;10119
440;221;4;26;000:09:30:00;000:09:57:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551966292951]/18;;0;0;9811
457;221;15;6;000:09:45:00;000:10:25:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552039160436]/15;;0;0;15098
507;221;113;6;000:10:28:00;000:10:55:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552287864177]/11;;0;0;9231
602;221;4;26;000:11:30:00;000:11:57:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551966292951]/19;;0;0;9811
628;221;25;26;000:11:55:00;000:12:27:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551965994687]/10;;0;0;10589
632;221;113;6;000:11:58:00;000:12:25:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552040433581]/29;;0;0;9722
664;221;25;15;000:12:25:00;000:13:10:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551961410950]/0;;0;0;16159
667;221;113;16;000:12:28:00;000:12:59:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552287799197]/10;;0;0;10119
742;221;15;6;000:13:15:00;000:13:55:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552287641069]/6;;0;0;14607
755;221;25;15;000:13:25:00;000:14:10:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551968575370]/26;;0;0;16008
820;221;4;26;000:14:00:00;000:14:27:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551969041201]/36;;0;0;9660
845;221;15;6;000:14:15:00;000:14:55:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552287641069]/7;;0;0;14607
875;221;4;15;000:14:30:00;000:15:10:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551964352515]/5;;0;0;15381
912;221;113;6;000:14:58:00;000:15:25:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552040433581]/30;;0;0;9722
939;221;15;16;000:15:15:00;000:15:59:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552287153653]/1;;0;0;15495
948;221;25;26;000:15:25:00;000:15:57:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551965284704]/7;;0;0;10589
1013;221;113;6;000:15:58:00;000:16:25:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552040433581]/31;;0;0;9722
1049;221;25;15;000:16:20:00;000:17:05:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551961491644]/2;;0;0;16159
1115;221;25;15;000:16:55:00;000:17:40:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551968674141]/28;;0;0;16008
1138;221;15;16;000:17:05:00;000:17:49:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552038427934]/3;;0;0;15986
1209;221;15;6;000:17:45:00;000:18:25:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552039160436]/16;;0;0;15098
1226;221;25;15;000:17:55:00;000:18:40:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551968674141]/29;;0;0;16008
1270;221;25;15;000:18:25:00;000:19:05:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551961651846]/4;;0;0;16159
1311;221;15;16;000:18:45:00;000:19:23:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552038917924]/4;;0;0;15986
1338;221;4;26;000:19:00:00;000:19:22:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551969092152]/37;;0;0;9660
1354;221;15;16;000:19:15:00;000:19:53:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552287221501]/3;;0;0;15495
1396;221;4;15;000:20:00:00;000:20:35:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551968877550]/33;;0;0;15230
1417;221;15;16;000:20:45:00;000:21:23:00;0;0;0;0;0;0;0;[@14.0.8876805@][2][1557753790785]/0;;0;0;15986
1432;221;25;26;000:21:25:00;000:21:52:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551965324443]/8;;0;0;10589
1445;221;113;16;000:21:58:00;000:22:23:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552039767161]/23;;0;0;10610
1451;221;25;26;000:22:25:00;000:22:48:00;0;0;0;0;0;0;0;[@1.0.224349197@][1][1551965838410]/9;;0;0;10589
1459;221;113;16;000:22:48:00;000:23:13:00;0;0;0;0;0;0;0;[@1.0.224349197@][2][1552287763645]/8;;0;0;10119
*
* Verbindungsfahrten
*
$DEADRUNTIME:FromStopID;ToStopID;FromTime;ToTime;Distance;RunTime;Source
89;7;000:00:00:00;002:00:00:00;17459;1920;S
4;168;000:00:00:00;002:00:00:00;2770;720;S
5;29;000:00:00:00;002:00:00:00;16239;1680;S
90;6;000:00:00:00;002:00:00:00;20000;1200;S
55;159;000:00:00:00;002:00:00:00;18044;1980;S
29;88;000:00:00:00;002:00:00:00;782;240;S
89;4;000:00:00:00;002:00:00:00;10450;1140;S
7;42;000:00:00:00;002:00:00:00;10509;1140;S
42;4;000:00:00:00;002:00:00:00;6251;900;S
6;5;000:00:00:00;002:00:00:00;16180;1380;S
117;168;000:00:00:00;002:00:00:00;13992;1560;S
16;7;000:00:00:00;002:00:00:00;6736;780;S
24;7;000:00:00:00;002:00:00:00;4541;600;S
90;29;000:00:00:00;002:00:00:00;6937;780;S
117;26;000:00:00:00;002:00:00:00;4995;600;S
117;80;000:00:00:00;002:00:00:00;12879;1440;S
90;5;000:00:00:00;002:00:00:00;23027;2400;S
45;26;000:00:00:00;002:00:00:00;9951;1140;S
80;45;000:00:00:00;002:00:00:00;1656;240;S
15;5;000:00:00:00;002:00:00:00;3780;480;S
24;88;000:00:00:00;002:00:00:00;10889;1200;S
24;168;000:00:00:00;002:00:00:00;12744;1500;S
24;90;000:00:00:00;002:00:00:00;4739;600;S
4;93;000:00:00:00;002:00:00:00;12885;1440;S
5;45;000:00:00:00;002:00:00:00;17442;1920;S
117;6;000:00:00:00;002:00:00:00;12349;1380;S
113;168;000:00:00:00;002:00:00:00;13668;1500;S
55;29;000:00:00:00;002:00:00:00;16525;1800;S
5;159;000:00:00:00;002:00:00:00;14760;1620;S
89;88;000:00:00:00;002:00:00:00;10793;1200;S
80;168;000:00:00:00;002:00:00:00;6559;900;S
16;26;000:00:00:00;002:00:00:00;10399;1140;S
6;15;000:00:00:00;002:00:00:00;14290;1560;S
42;113;000:00:00:00;002:00:00:00;7595;900;S
5;80;000:00:00:00;002:00:00:00;15969;1740;S
117;4;000:00:00:00;002:00:00:00;12957;1440;S
90;89;000:00:00:00;002:00:00:00;16934;1860;S
25;24;000:00:00:00;002:00:00:00;10871;1200;S
168;29;000:00:00:00;002:00:00:00;2904;720;S
24;80;000:00:00:00;002:00:00:00;12703;1380;S
5;90;000:00:00:00;002:00:00:00;23078;2460;S
15;45;000:00:00:00;002:00:00:00;14757;1620;S
26;5;000:00:00:00;002:00:00:00;7818;900;S
117;7;000:00:00:00;002:00:00:00;19967;2100;S
5;55;000:00:00:00;002:00:00:00;32793;3420;S
168;80;000:00:00:00;002:00:00:00;6582;1020;S
45;4;000:00:00:00;002:00:00:00;6463;1080;S
55;6;000:00:00:00;002:00:00:00;16952;1860;S
26;15;000:00:00:00;002:00:00:00;4962;600;S
6;168;000:00:00:00;002:00:00:00;2490;720;S
90;25;000:00:00:00;002:00:00:00;6157;720;S
16;89;000:00:00:00;002:00:00:00;10997;1200;S
6;25;000:00:00:00;002:00:00:00;1724;240;S
4;15;000:00:00:00;002:00:00:00;14570;1620;S
168;113;000:00:00:00;002:00:00:00;11211;1260;S
45;90;000:00:00:00;002:00:00:00;6386;720;S
90;26;000:00:00:00;002:00:00:00;15705;1740;S
168;7;000:00:00:00;002:00:00:00;9794;1380;S
29;5;000:00:00:00;002:00:00:00;16499;1800;S
4;159;000:00:00:00;002:00:00:00;1941;300;S
113;26;000:00:00:00;002:00:00:00;30;0;S
25;168;000:00:00:00;002:00:00:00;2870;720;S
117;89;000:00:00:00;002:00:00:00;2594;360;S
80;113;000:00:00:00;002:00:00:00;8338;960;S
5;42;000:00:00:00;002:00:00:00;15219;1680;S
45;29;000:00:00:00;002:00:00:00;4311;480;S
42;25;000:00:00:00;002:00:00:00;6023;840;S
29;168;000:00:00:00;002:00:00:00;2550;720;S
55;24;000:00:00:00;002:00:00:00;7733;900;S
15;80;000:00:00:00;002:00:00:00;13285;1440;S
15;42;000:00:00:00;002:00:00:00;12535;1380;S
55;89;000:00:00:00;002:00:00:00;26522;2820;S
24;6;000:00:00:00;002:00:00:00;12098;1320;S
88;24;000:00:00:00;002:00:00:00;10869;1200;S
42;5;000:00:00:00;002:00:00:00;15400;1680;S
42;6;000:00:00:00;002:00:00:00;5807;900;S
45;15;000:00:00:00;002:00:00:00;14889;1620;S
90;113;000:00:00:00;002:00:00:00;15695;1740;S
89;24;000:00:00:00;002:00:00:00;21662;2280;S
42;29;000:00:00:00;002:00:00:00;6219;900;S
16;25;000:00:00:00;002:00:00:00;186;60;S
168;159;000:00:00:00;002:00:00:00;3649;900;S
24;29;000:00:00:00;002:00:00:00;11671;1260;S
4;26;000:00:00:00;002:00:00:00;9855;1140;S
24;55;000:00:00:00;002:00:00:00;7832;900;S
55;113;000:00:00:00;002:00:00:00;25914;2700;S
90;88;000:00:00:00;002:00:00:00;6155;720;S
89;42;000:00:00:00;002:00:00:00;9707;1080;S
25;80;000:00:00:00;002:00:00:00;4385;540;S
100;80;000:00:00:00;002:00:00:00;8384;960;S
24;113;000:00:00:00;002:00:00:00;20429;2160;S
45;55;000:00:00:00;002:00:00:00;17587;1920;S
16;6;000:00:00:00;002:00:00:00;1485;300;S
168;5;000:00:00:00;002:00:00:00;22144;1500;S
16;55;000:00:00:00;002:00:00:00;15923;1740;S
29;6;000:00:00:00;002:00:00:00;1086;60;S
80;6;000:00:00:00;002:00:00:00;4515;720;S
7;80;000:00:00:00;002:00:00:00;8330;960;S
168;90;000:00:00:00;002:00:00:00;8362;960;S
100;159;000:00:00:00;002:00:00:00;8964;1020;S
100;4;000:00:00:00;002:00:00:00;7477;960;S
5;24;000:00:00:00;002:00:00:00;27809;2940;S
168;89;000:00:00:00;002:00:00:00;11532;1380;S
7;159;000:00:00:00;002:00:00:00;8985;1020;S
100;15;000:00:00:00;002:00:00:00;21151;2220;S
24;26;000:00:00:00;002:00:00:00;20439;2160;S
26;89;000:00:00:00;002:00:00:00;3918;480;S
7;88;000:00:00:00;002:00:00:00;6683;780;S
29;55;000:00:00:00;002:00:00:00;16635;1800;S
25;159;000:00:00:00;002:00:00:00;2299;360;S
80;25;000:00:00:00;002:00:00:00;4778;960;S
16;168;000:00:00:00;002:00:00:00;2950;720;S
100;24;000:00:00:00;002:00:00:00;4479;540;S
26;6;000:00:00:00;002:00:00:00;10296;1800;S
7;168;000:00:00:00;002:00:00:00;9150;1800;S
4;5;000:00:00:00;002:00:00:00;16545;1800;S
55;25;000:00:00:00;002:00:00:00;15745;1740;S
16;45;000:00:00:00;002:00:00:00;4839;600;S
4;7;000:00:00:00;002:00:00:00;7494;840;S
26;55;000:00:00:00;002:00:00:00;26006;2760;S
24;159;000:00:00:00;002:00:00:00;13191;1440;S
5;89;000:00:00:00;002:00:00:00;6234;720;S
42;26;000:00:00:00;002:00:00:00;7606;900;S
29;15;000:00:00:00;002:00:00:00;14524;1620;S
7;6;000:00:00:00;002:00:00:00;7892;900;S
25;5;000:00:00:00;002:00:00:00;16904;1860;S
88;29;000:00:00:00;002:00:00:00;978;300;S
25;113;000:00:00:00;002:00:00:00;10203;1140;S
7;24;000:00:00:00;002:00:00:00;4533;540;S
88;7;000:00:00:00;002:00:00:00;6667;780;S
100;55;000:00:00:00;002:00:00:00;10948;1200;S
5;168;000:00:00:00;002:00:00:00;22144;1500;S
4;89;000:00:00:00;002:00:00:00;10452;1140;S
90;7;000:00:00:00;002:00:00:00;561;120;S
100;25;000:00:00:00;002:00:00:00;6682;1200;S
100;93;000:00:00:00;002:00:00:00;19875;2160;S
5;15;000:00:00:00;002:00:00:00;3594;480;S
168;24;000:00:00:00;002:00:00:00;14565;1500;S
45;6;000:00:00:00;002:00:00:00;4339;540;S
6;113;000:00:00:00;002:00:00:00;9564;1080;S
89;80;000:00:00:00;002:00:00:00;10372;1140;S
16;4;000:00:00:00;002:00:00:00;1011;240;S
55;26;000:00:00:00;002:00:00:00;25925;2760;S
6;4;000:00:00:00;002:00:00:00;1222;60;S
88;90;000:00:00:00;002:00:00:00;6138;720;S
29;25;000:00:00:00;002:00:00:00;1636;240;S
24;5;000:00:00:00;002:00:00:00;27761;2940;S
80;89;000:00:00:00;002:00:00:00;10385;1140;S
80;15;000:00:00:00;002:00:00:00;13287;1440;S
7;113;000:00:00:00;002:00:00:00;16223;1800;S
6;89;000:00:00:00;002:00:00:00;10172;1140;S
15;168;000:00:00:00;002:00:00:00;15744;1740;S
29;24;000:00:00:00;002:00:00:00;11651;1260;S
88;4;000:00:00:00;002:00:00:00;827;240;S
89;90;000:00:00:00;002:00:00:00;16931;1860;S
80;159;000:00:00:00;002:00:00:00;4640;600;S
88;55;000:00:00:00;002:00:00:00;15853;1740;S
45;88;000:00:00:00;002:00:00:00;4709;600;S
26;113;000:00:00:00;002:00:00:00;30;0;S
26;93;000:00:00:00;002:00:00:00;4848;600;S
55;93;000:00:00:00;002:00:00:00;28955;3060;S
89;26;000:00:00:00;002:00:00:00;4047;540;S
7;89;000:00:00:00;002:00:00:00;17463;1920;S
168;6;000:00:00:00;002:00:00:00;3161;720;S
5;93;000:00:00:00;002:00:00:00;3660;480;S
26;159;000:00:00:00;002:00:00:00;7972;900;S
90;24;000:00:00:00;002:00:00:00;4731;600;S
90;15;000:00:00:00;002:00:00:00;20643;2160;S
117;25;000:00:00:00;002:00:00:00;13299;1440;S
42;90;000:00:00:00;002:00:00:00;10000;1140;S
29;90;000:00:00:00;002:00:00:00;6920;780;S
15;25;000:00:00:00;002:00:00:00;14914;1620;S
15;7;000:00:00:00;002:00:00:00;21189;2220;S
117;88;000:00:00:00;002:00:00:00;13301;1440;S
24;89;000:00:00:00;002:00:00:00;21669;2280;S
42;93;000:00:00:00;002:00:00:00;12178;1320;S
88;93;000:00:00:00;002:00:00:00;13246;1440;S
7;90;000:00:00:00;002:00:00:00;561;120;S
88;15;000:00:00:00;002:00:00:00;14930;1620;S
25;15;000:00:00:00;002:00:00:00;14929;1620;S
5;113;000:00:00:00;002:00:00:00;7665;900;S
7;45;000:00:00:00;002:00:00:00;6711;780;S
7;26;000:00:00:00;002:00:00:00;16233;1800;S
88;168;000:00:00:00;002:00:00:00;3485;720;S
100;168;000:00:00:00;002:00:00:00;9671;1500;S
117;93;000:00:00:00;002:00:00:00;1626;0;S
117;55;000:00:00:00;002:00:00:00;29154;3060;S
15;26;000:00:00:00;002:00:00:00;5097;600;S
7;15;000:00:00:00;002:00:00:00;21172;2220;S
80;90;000:00:00:00;002:00:00:00;7988;900;S
24;45;000:00:00:00;002:00:00:00;11101;1200;S
55;90;000:00:00:00;002:00:00:00;11102;1200;S
16;90;000:00:00:00;002:00:00:00;6208;720;S
7;93;000:00:00:00;002:00:00:00;19895;2160;S
117;15;000:00:00:00;002:00:00:00;3427;420;S
100;5;000:00:00:00;002:00:00:00;23535;2460;S
26;45;000:00:00:00;002:00:00:00;9790;1140;S
93;117;000:00:00:00;002:00:00:00;875;300;S
24;93;000:00:00:00;002:00:00:00;24101;2520;S
4;25;000:00:00:00;002:00:00:00;1544;300;S
80;55;000:00:00:00;002:00:00:00;19163;2100;S
26;29;000:00:00:00;002:00:00:00;9764;1140;S
168;25;000:00:00:00;002:00:00:00;3683;720;S
45;113;000:00:00:00;002:00:00:00;9940;1140;S
117;29;000:00:00:00;002:00:00:00;12912;1440;S
25;6;000:00:00:00;002:00:00:00;1173;300;S
80;5;000:00:00:00;002:00:00:00;16143;1740;S
29;113;000:00:00:00;002:00:00:00;9799;1140;S
100;90;000:00:00:00;002:00:00:00;508;120;S
4;55;000:00:00:00;002:00:00:00;16680;1800;S
88;25;000:00:00:00;002:00:00:00;986;0;S
90;159;000:00:00:00;002:00:00:00;8456;960;S
4;100;000:00:00:00;002:00:00:00;7853;1140;S
16;24;000:00:00:00;002:00:00:00;10939;1200;S
16;113;000:00:00:00;002:00:00:00;10389;1140;S
100;6;000:00:00:00;002:00:00:00;9460;1200;S
24;4;000:00:00:00;002:00:00:00;11714;1260;S
100;42;000:00:00:00;002:00:00:00;10488;1140;S
6;42;000:00:00:00;002:00:00:00;6364;720;S
26;168;000:00:00:00;002:00:00:00;13668;1500;S
25;90;000:00:00:00;002:00:00:00;6140;720;S
117;24;000:00:00:00;002:00:00:00;24170;2520;S
45;93;000:00:00:00;002:00:00:00;14419;1560;S
24;15;000:00:00:00;002:00:00:00;25378;2700;S
6;24;000:00:00:00;002:00:00:00;14000;1800;S
89;6;000:00:00:00;002:00:00:00;9841;1140;S
7;25;000:00:00:00;002:00:00:00;6685;780;S
89;15;000:00:00:00;002:00:00:00;5133;600;S
90;93;000:00:00:00;002:00:00:00;19367;2100;S
15;55;000:00:00:00;002:00:00:00;30770;3240;S
7;4;000:00:00:00;002:00:00:00;7508;840;S
168;26;000:00:00:00;002:00:00:00;11221;1260;S
88;80;000:00:00:00;002:00:00:00;4387;540;S
26;7;000:00:00:00;002:00:00:00;16221;1800;S
25;26;000:00:00:00;002:00:00:00;10213;1140;S
55;45;000:00:00:00;002:00:00:00;17464;1920;S
15;29;000:00:00:00;002:00:00:00;14528;1620;S
4;80;000:00:00:00;002:00:00:00;4243;600;S
25;89;000:00:00:00;002:00:00:00;10811;1200;S
7;29;000:00:00:00;002:00:00:00;7465;840;S
6;26;000:00:00:00;002:00:00:00;9575;1080;S
117;45;000:00:00:00;002:00:00:00;14352;1560;S
16;5;000:00:00:00;002:00:00:00;17089;1860;S
89;113;000:00:00:00;002:00:00:00;3930;480;S
117;42;000:00:00:00;002:00:00:00;12215;1320;S
15;159;000:00:00:00;002:00:00:00;12736;1380;S
15;93;000:00:00:00;002:00:00:00;3367;420;S
16;159;000:00:00:00;002:00:00:00;2485;300;S
45;24;000:00:00:00;002:00:00:00;11117;1200;S
90;42;000:00:00:00;002:00:00:00;9981;1140;S
90;55;000:00:00:00;002:00:00:00;11201;1260;S
80;29;000:00:00:00;002:00:00:00;4121;1200;S
89;29;000:00:00:00;002:00:00:00;10404;1140;S
6;88;000:00:00:00;002:00:00:00;854;240;S
100;45;000:00:00:00;002:00:00:00;6765;780;S
45;159;000:00:00:00;002:00:00:00;4942;600;S
24;42;000:00:00:00;002:00:00:00;14715;1620;S
7;55;000:00:00:00;002:00:00:00;11002;1200;S
80;88;000:00:00:00;002:00:00:00;4407;540;S
100;89;000:00:00:00;002:00:00:00;17442;1920;S
5;88;000:00:00:00;002:00:00:00;16940;1860;S
168;42;000:00:00:00;002:00:00:00;7591;900;S
45;5;000:00:00:00;002:00:00:00;17745;1920;S
15;90;000:00:00:00;002:00:00:00;20660;2160;S
26;25;000:00:00:00;002:00:00:00;10150;1140;S
168;4;000:00:00:00;002:00:00:00;2795;720;S
16;80;000:00:00:00;002:00:00:00;4537;600;S
4;24;000:00:00:00;002:00:00:00;11696;1260;S
6;93;000:00:00:00;002:00:00:00;12605;1380;S
25;55;000:00:00:00;002:00:00:00;15855;1740;S
25;93;000:00:00:00;002:00:00:00;13244;1440;S
29;42;000:00:00:00;002:00:00:00;6080;900;S
90;80;000:00:00:00;002:00:00:00;7969;900;S
89;168;000:00:00:00;002:00:00:00;11484;1320;S
26;24;000:00:00:00;002:00:00:00;20424;2160;S
89;93;000:00:00:00;002:00:00:00;2574;360;S
89;25;000:00:00:00;002:00:00:00;10791;1200;S
6;90;000:00:00:00;002:00:00:00;7391;840;S
26;90;000:00:00:00;002:00:00:00;15693;1740;S
5;7;000:00:00:00;002:00:00:00;23606;2460;S
15;6;000:00:00:00;002:00:00:00;13965;1560;S
45;25;000:00:00:00;002:00:00:00;4708;600;S
90;45;000:00:00:00;002:00:00:00;6367;720;S
55;15;000:00:00:00;002:00:00:00;30640;3240;S
25;29;000:00:00:00;002:00:00:00;831;300;S
89;55;000:00:00:00;002:00:00:00;26646;2820;S
25;4;000:00:00:00;002:00:00:00;825;240;S
42;159;000:00:00:00;002:00:00:00;5895;660;S
80;7;000:00:00:00;002:00:00:00;8369;960;S
4;42;000:00:00:00;002:00:00:00;5640;900;S
168;88;000:00:00:00;002:00:00:00;2864;720;S
80;26;000:00:00:00;002:00:00:00;8349;960;S
