*
* Diensttypen
*
$DUTY:DutyID;DutyType
0;day-Tripper
23;day-Tripper
28;day-Tripper
38;day-Tripper
45;day-Tripper
12582;day-Block20
12709;day-Split
14767;day-Block20
15558;day-Block30
15966;day-Block30
16103;day-Block30
16536;day-Split
17148;day-Tripper
17353;day-Split
17899;day-Block30
18453;day-Split
19129;day-Block30
19401;day-Block20
19527;day-Split
19873;day-Tripper
20436;day-Split
20503;day-Block30
*
* Dienste
* (mit ElementType: 1 = Servicefahrt, 2 = Leerfahrt Haltestellen, 3 = Fahrt ins Depot, 4 = Fahrt aus dem Depot, 5 = Vorbereitung, 6 = Nachbereitung, 7 = Transfer, 8 = Pause, 9 = Warten, 10 = LayoverTime)
$DUTYELEMENT:DutyID;BlockID;ServiceJourneyID;FromStopID;ToStopID;DepTime;ArrTime;ElementType;ServiceJourneyCode
19129;-3;-1;-1;168;0:04:48:00;0:04:58:00;5;
19129;2;-1;168;80;0:04:58:00;0:05:15:00;4;
19129;2;19;80;29;0:05:15:00;0:05:25:00;1;
19129;2;-1;29;4;0:05:25:00;0:05:25:00;2;
19129;2;-1;4;4;0:05:25:00;0:05:30:00;9;
19129;2;32;4;15;0:05:30:00;0:05:59:00;1;
19129;2;-1;15;15;0:05:59:00;0:06:00:00;9;
19129;2;78;15;16;0:06:00:00;0:06:44:00;1;
19129;2;-1;16;88;0:06:44:00;0:06:45:00;2;
19129;2;-1;88;88;0:06:45:00;0:06:55:00;9;
19129;2;185;88;89;0:06:55:00;0:07:20:00;1;
19129;2;-1;89;89;0:07:20:00;0:07:26:00;9;
19129;2;235;89;16;0:07:26:00;0:07:59:00;1;
19129;2;-1;16;6;0:07:59:00;0:08:04:00;2;
19129;2;-1;6;6;0:08:04:00;0:08:15:00;9;
19129;2;325;6;42;0:08:15:00;0:08:34:00;1;
19129;2;-1;42;42;0:08:34:00;0:08:50:00;9;
19129;2;381;42;29;0:08:50:00;0:09:10:00;1;
19129;2;-1;29;159;0:09:10:00;0:09:15:00;2;
19129;2;415;159;6;0:09:15:00;0:09:22:00;1;
19129;2;-1;6;6;0:09:22:00;0:09:30:00;9;
19129;2;436;6;100;0:09:30:00;0:09:49:00;1;
19129;2;-1;100;7;0:09:49:00;0:09:50:00;2;
19129;2;-1;7;7;0:09:50:00;0:10:04:00;9;
19129;2;485;7;4;0:10:04:00;0:10:25:00;1;
19129;2;-1;4;168;0:10:25:00;0:10:37:00;3;
19129;-1;P;-1;-1;0:10:37:00;0:11:43:00;8;
19129;2;-1;168;25;0:11:43:00;0:11:55:00;4;
19129;2;628;25;26;0:11:55:00;0:12:27:00;1;
19129;2;-1;26;113;0:12:27:00;0:12:27:00;2;
19129;2;-1;113;113;0:12:27:00;0:12:28:00;9;
19129;2;667;113;16;0:12:28:00;0:12:59:00;1;
19129;2;-1;16;168;0:12:59:00;0:13:11:00;3;
19129;-3;-1;168;-1;0:13:11:00;0:13:21:00;6;
19401;-3;-1;-1;168;0:15:38:00;0:15:48:00;5;
19401;7;-1;168;6;0:15:48:00;0:16:00:00;4;
19401;7;1028;6;55;0:16:00:00;0:16:41:00;1;
19401;7;-1;55;55;0:16:41:00;0:16:44:00;9;
19401;7;1093;55;4;0:16:44:00;0:17:25:00;1;
19401;7;-1;4;168;0:17:25:00;0:17:37:00;3;
19401;-1;P;-1;-1;0:17:37:00;0:18:13:00;8;
19401;0;-1;168;25;0:18:13:00;0:18:25:00;4;
19401;0;1270;25;15;0:18:25:00;0:19:05:00;1;
19401;0;-1;15;15;0:19:05:00;0:19:15:00;9;
19401;0;1354;15;16;0:19:15:00;0:19:53:00;1;
19401;0;-1;16;168;0:19:53:00;0:20:05:00;3;
19401;-1;P;-1;-1;0:20:05:00;0:20:33:00;8;
19401;4;-1;168;88;0:20:33:00;0:20:45:00;4;
19401;4;1416;88;5;0:20:45:00;0:21:25:00;1;
19401;4;-1;5;168;0:21:25:00;0:21:50:00;3;
19401;-3;-1;168;-1;0:21:50:00;0:22:00:00;6;
19527;-3;-1;-1;168;0:12:01:00;0:12:11:00;5;
19527;3;-1;168;7;0:12:11:00;0:12:34:00;4;
19527;3;686;7;4;0:12:34:00;0:12:55:00;1;
19527;3;-1;4;6;0:12:55:00;0:12:55:00;2;
19527;3;-1;6;6;0:12:55:00;0:13:00:00;9;
19527;3;721;6;24;0:13:00:00;0:13:26:00;1;
19527;3;-1;24;24;0:13:26:00;0:13:27:00;9;
19527;3;757;24;4;0:13:27:00;0:13:55:00;1;
19527;3;-1;4;4;0:13:55:00;0:14:00:00;9;
19527;3;820;4;26;0:14:00:00;0:14:27:00;1;
19527;3;-1;26;42;0:14:27:00;0:14:42:00;2;
19527;3;-1;42;42;0:14:42:00;0:14:50:00;9;
19527;3;901;42;29;0:14:50:00;0:15:10:00;1;
19527;3;-1;29;6;0:15:10:00;0:15:11:00;2;
19527;3;-1;6;6;0:15:11:00;0:15:15:00;9;
19527;3;940;6;42;0:15:15:00;0:15:34:00;1;
19527;3;-1;42;42;0:15:34:00;0:15:50:00;9;
19527;3;1000;42;29;0:15:50:00;0:16:10:00;1;
19527;3;-1;29;45;0:16:10:00;0:16:19:00;2;
19527;3;-1;45;45;0:16:19:00;0:16:20:00;9;
19527;3;1050;45;29;0:16:20:00;0:16:40:00;1;
19527;3;-1;29;6;0:16:40:00;0:16:41:00;2;
19527;3;-1;6;6;0:16:41:00;0:16:45:00;9;
19527;3;1101;6;45;0:16:45:00;0:17:17:00;1;
19527;3;-1;45;45;0:17:17:00;0:17:20:00;9;
19527;3;1158;45;29;0:17:20:00;0:17:40:00;1;
19527;3;-1;29;6;0:17:40:00;0:17:41:00;2;
19527;3;-1;6;6;0:17:41:00;0:17:45:00;9;
19527;3;1210;6;45;0:17:45:00;0:18:04:00;1;
19527;3;-1;45;6;0:18:04:00;0:18:13:00;2;
19527;3;-1;6;6;0:18:13:00;0:18:15:00;9;
19527;3;1260;6;42;0:18:15:00;0:18:34:00;1;
19527;3;-1;42;42;0:18:34:00;0:18:50:00;9;
19527;3;1317;42;29;0:18:50:00;0:19:10:00;1;
19527;3;-1;29;6;0:19:10:00;0:19:11:00;2;
19527;3;-1;6;6;0:19:11:00;0:19:15:00;9;
19527;3;1355;6;80;0:19:15:00;0:19:25:00;1;
19527;3;1362;80;29;0:19:25:00;0:19:35:00;1;
19527;3;-1;29;6;0:19:35:00;0:19:36:00;2;
19527;3;-1;6;6;0:19:36:00;0:19:45:00;9;
19527;3;1383;6;80;0:19:45:00;0:19:55:00;1;
19527;3;1390;80;29;0:19:55:00;0:20:05:00;1;
19527;3;-1;29;168;0:20:05:00;0:20:17:00;3;
19527;-1;P;-1;-1;0:20:17:00;0:22:18:00;8;
19527;9;-1;168;6;0:22:18:00;0:22:30:00;4;
19527;9;1455;6;80;0:22:30:00;0:22:40:00;1;
19527;9;1458;80;29;0:22:40:00;0:22:50:00;1;
19527;9;-1;29;168;0:22:50:00;0:23:02:00;3;
19527;-3;-1;168;-1;0:23:02:00;0:23:12:00;6;
19873;-3;-1;-1;168;0:18:38:00;0:18:48:00;5;
19873;7;-1;168;6;0:18:48:00;0:19:00:00;4;
19873;7;1335;6;24;0:19:00:00;0:19:26:00;1;
19873;7;-1;24;24;0:19:26:00;0:19:27:00;9;
19873;7;1366;24;4;0:19:27:00;0:19:55:00;1;
19873;7;-1;4;4;0:19:55:00;0:20:00:00;9;
19873;7;1396;4;15;0:20:00:00;0:20:35:00;1;
19873;7;-1;15;15;0:20:35:00;0:20:45:00;9;
19873;7;1417;15;16;0:20:45:00;0:21:23:00;1;
19873;7;-1;16;25;0:21:23:00;0:21:24:00;2;
19873;7;-1;25;25;0:21:24:00;0:21:25:00;9;
19873;7;1432;25;26;0:21:25:00;0:21:52:00;1;
19873;7;-1;26;113;0:21:52:00;0:21:52:00;2;
19873;7;-1;113;113;0:21:52:00;0:21:58:00;9;
19873;7;1445;113;16;0:21:58:00;0:22:23:00;1;
19873;7;-1;16;25;0:22:23:00;0:22:24:00;2;
19873;7;-1;25;25;0:22:24:00;0:22:25:00;9;
19873;7;1451;25;26;0:22:25:00;0:22:48:00;1;
19873;7;-1;26;113;0:22:48:00;0:22:48:00;2;
19873;7;1459;113;16;0:22:48:00;0:23:13:00;1;
19873;7;-1;16;168;0:23:13:00;0:23:25:00;3;
19873;-3;-1;168;-1;0:23:25:00;0:23:35:00;6;
20436;-3;-1;-1;168;0:05:38:00;0:05:48:00;5;
20436;4;-1;168;4;0:05:48:00;0:06:00:00;4;
20436;4;81;4;5;0:06:00:00;0:06:30:00;1;
20436;4;-1;5;5;0:06:30:00;0:06:45:00;9;
20436;4;169;5;16;0:06:45:00;0:07:29:00;1;
20436;4;-1;16;88;0:07:29:00;0:07:30:00;2;
20436;4;-1;88;88;0:07:30:00;0:07:40:00;9;
20436;4;266;88;89;0:07:40:00;0:08:10:00;1;
20436;4;-1;89;89;0:08:10:00;0:08:11:00;9;
20436;4;314;89;16;0:08:11:00;0:08:44:00;1;
20436;4;-1;16;25;0:08:44:00;0:08:45:00;2;
20436;4;-1;25;25;0:08:45:00;0:08:55:00;9;
20436;4;388;25;15;0:08:55:00;0:09:40:00;1;
20436;4;-1;15;15;0:09:40:00;0:09:45:00;9;
20436;4;457;15;6;0:09:45:00;0:10:25:00;1;
20436;4;-1;6;6;0:10:25:00;0:10:30:00;9;
20436;4;514;6;90;0:10:30:00;0:10:48:00;1;
20436;4;-1;90;168;0:10:48:00;0:11:11:00;3;
20436;-1;P;-1;-1;0:11:11:00;0:13:13:00;8;
20436;2;-1;168;25;0:13:13:00;0:13:25:00;4;
20436;2;755;25;15;0:13:25:00;0:14:10:00;1;
20436;2;-1;15;15;0:14:10:00;0:14:15:00;9;
20436;2;845;15;6;0:14:15:00;0:14:55:00;1;
20436;2;-1;6;88;0:14:55:00;0:14:59:00;2;
20436;2;-1;88;88;0:14:59:00;0:15:00:00;9;
20436;2;922;88;5;0:15:00:00;0:15:45:00;1;
20436;2;-1;5;5;0:15:45:00;0:16:15:00;9;
20436;2;1043;5;16;0:16:15:00;0:16:59:00;1;
20436;2;-1;16;168;0:16:59:00;0:17:11:00;3;
20436;-3;-1;168;-1;0:17:11:00;0:17:21:00;6;
20503;-3;-1;-1;168;0:05:38:00;0:05:48:00;5;
20503;5;-1;168;4;0:05:48:00;0:06:00:00;4;
20503;5;77;4;15;0:06:00:00;0:06:35:00;1;
20503;5;-1;15;15;0:06:35:00;0:06:45:00;9;
20503;5;167;15;16;0:06:45:00;0:07:29:00;1;
20503;5;-1;16;42;0:07:29:00;0:07:41:00;2;
20503;5;-1;42;42;0:07:41:00;0:07:50:00;9;
20503;5;282;42;29;0:07:50:00;0:08:10:00;1;
20503;5;-1;29;45;0:08:10:00;0:08:19:00;2;
20503;5;-1;45;45;0:08:19:00;0:08:20:00;9;
20503;5;332;45;29;0:08:20:00;0:08:40:00;1;
20503;5;-1;29;6;0:08:40:00;0:08:41:00;2;
20503;5;-1;6;6;0:08:41:00;0:08:45:00;9;
20503;5;376;6;45;0:08:45:00;0:09:04:00;1;
20503;5;-1;45;6;0:09:04:00;0:09:13:00;2;
20503;5;-1;6;6;0:09:13:00;0:09:15:00;9;
20503;5;414;6;42;0:09:15:00;0:09:34:00;1;
20503;5;-1;42;168;0:09:34:00;0:09:52:00;3;
20503;-1;P;-1;-1;0:09:52:00;0:10:48:00;8;
20503;9;-1;168;6;0:10:48:00;0:11:00:00;4;
20503;9;555;6;24;0:11:00:00;0:11:26:00;1;
20503;9;-1;24;24;0:11:26:00;0:11:27:00;9;
20503;9;586;24;4;0:11:27:00;0:11:55:00;1;
20503;9;-1;4;6;0:11:55:00;0:11:55:00;2;
20503;9;-1;6;6;0:11:55:00;0:12:00:00;9;
20503;9;635;6;55;0:12:00:00;0:12:41:00;1;
20503;9;-1;55;55;0:12:41:00;0:12:44:00;9;
20503;9;697;55;4;0:12:44:00;0:13:25:00;1;
20503;9;-1;4;6;0:13:25:00;0:13:25:00;2;
20503;9;-1;6;6;0:13:25:00;0:13:30:00;9;
20503;9;771;6;100;0:13:30:00;0:13:49:00;1;
20503;9;-1;100;7;0:13:49:00;0:13:50:00;2;
20503;9;-1;7;7;0:13:50:00;0:14:04:00;9;
20503;9;827;7;4;0:14:04:00;0:14:25:00;1;
20503;9;-1;4;6;0:14:25:00;0:14:25:00;2;
20503;9;-1;6;6;0:14:25:00;0:14:30:00;9;
20503;9;871;6;90;0:14:30:00;0:14:48:00;1;
20503;9;-1;90;168;0:14:48:00;0:15:11:00;3;
20503;-3;-1;168;-1;0:15:11:00;0:15:21:00;6;
